SiteCode_corrected,Subregion,Year,Coral,Algae,In_List
COCO02,Cozumel,2021,0.38,0.12,1
COCO02,Cozumel,2021,0.18,0.18,1
COCO02,Cozumel,2021,0.43,0.03,1
COCO02,Cozumel,2021,0.31,0.13,1
COCO02,Cozumel,2021,0.32,0.06,1
COCO02,Cozumel,2021,0.31,0.2,1
COCO02,Cozumel,2023,0.225,0.085,1
COCO02,Cozumel,2023,0.61,0.04,1
COCO02,Cozumel,2023,0.46,0.08,1
COCO02,Cozumel,2023,0.35,0.05,1
COCO02,Cozumel,2023,0.375,0.1,1
COCO02,Cozumel,2023,0.16,0.155,1
MX1048,Cozumel,2021,0.15,0.14,1
MX1048,Cozumel,2021,0.25,0.19,1
MX1048,Cozumel,2021,0.11,0.24,1
MX1048,Cozumel,2021,0.12,0.06,1
MX1048,Cozumel,2021,0.2,0.15,1
MX1048,Cozumel,2021,0.07,0.26,1
MX1048,Cozumel,2023,0.1,0.19,1
MX1048,Cozumel,2023,0.2,0,1
MX1048,Cozumel,2023,0.11,0.185,1
MX1048,Cozumel,2023,0.13,0.04,1
MX1048,Cozumel,2023,0.34,0.05,1
MX1048,Cozumel,2023,0.29,0.13,1
MX1126,Cozumel,2021,0.19,0.47,1
MX1126,Cozumel,2021,0.05,0.48,1
MX1126,Cozumel,2021,0.14,0.36,1
MX1126,Cozumel,2021,0.11,0.44,1
MX1126,Cozumel,2021,0.07,0.34,1
MX1126,Cozumel,2021,0.16,0.35,1
MX1126,Cozumel,2023,0.04,0.27,1
MX1126,Cozumel,2023,0.15,0.09,1
MX1126,Cozumel,2023,0.13,0.2,1
MX1126,Cozumel,2023,0.08,0.22,1
MX1126,Cozumel,2023,0.18,0.1,1
MX1126,Cozumel,2023,0.03,0.245,1
MX3009,Cozumel,2021,0.24,0.11,1
MX3009,Cozumel,2021,0.02,0.52,1
MX3009,Cozumel,2021,0.26,0.35,1
MX3009,Cozumel,2021,0.14,0.34,1
MX3009,Cozumel,2021,0.11,0.47,1
MX3009,Cozumel,2021,0.14,0.43,1
MX3009,Cozumel,2023,0.07,0.275,1
MX3009,Cozumel,2023,0.26,0.23,1
MX3009,Cozumel,2023,0.21,0.255,1
MX3009,Cozumel,2023,0.27,0.13,1
MX3009,Cozumel,2023,0.13,0.21,1
MX3009,Cozumel,2023,0.25,0.245,1
MX3054,Cozumel,2021,0.09,0.52,1
MX3054,Cozumel,2021,0.09,0.4,1
MX3054,Cozumel,2021,0.17,0.35,1
MX3054,Cozumel,2021,0.07,0.37,1
MX3054,Cozumel,2021,0.11,0.37,1
MX3054,Cozumel,2021,0.01,0.38,1
MX3054,Cozumel,2023,0.06,0.265,1
MX3054,Cozumel,2023,0.13,0.22,1
MX3054,Cozumel,2023,0.14,0.305,1
MX3054,Cozumel,2023,0.09,0.2,1
MX3054,Cozumel,2023,0.18,0.23,1
MX3054,Cozumel,2023,0.055,0.235,1
PAR01,Cozumel,2021,0.07,0.07,1
PAR01,Cozumel,2021,0.11,0.12,1
PAR01,Cozumel,2021,0.09,0.03,1
PAR01,Cozumel,2021,0.14,0.09,1
PAR01,Cozumel,2021,0.04,0.13,1
PAR01,Cozumel,2021,0.03,0.01,1
PAR01,Cozumel,2023,0.05,0.12,1
PAR01,Cozumel,2023,0.04,0.075,1
PAR01,Cozumel,2023,0.18,0.02,1
PAR01,Cozumel,2023,0.17,0,1
PAR01,Cozumel,2023,0,0,1
PAR01,Cozumel,2023,0.11,0.05,1
TRUFUCU003,East Coast Honduras,2021,0.5,0.12,1
TRUFUCU003,East Coast Honduras,2021,0.18,0.425,1
TRUFUCU003,East Coast Honduras,2021,0.37,0.135,1
TRUFUCU003,East Coast Honduras,2021,0.16,0.285,1
TRUFUCU003,East Coast Honduras,2021,0.33,0.18,1
TRUFUCU003,East Coast Honduras,2021,0.4,0.04,1
TRUFUCU003,East Coast Honduras,2021,0.19,0.395,1
TRUFUCU003,East Coast Honduras,2023,0.25,0.18,1
TRUFUCU003,East Coast Honduras,2023,0.07,0.38,1
TRUFUCU003,East Coast Honduras,2023,0.09,0.03,1
TRUFUCU003,East Coast Honduras,2023,0.32,0.34,1
TRUFUCU003,East Coast Honduras,2023,0.37,0.33,1
TRUFUCU003,East Coast Honduras,2023,0.31,0.29,1
TRUFUCU004,East Coast Honduras,2021,0.23,0.62,1
TRUFUCU004,East Coast Honduras,2021,0.15,0.42,1
TRUFUCU004,East Coast Honduras,2021,0.13,0.505,1
TRUFUCU004,East Coast Honduras,2021,0.14,0.32,1
TRUFUCU004,East Coast Honduras,2021,0.16,0.365,1
TRUFUCU004,East Coast Honduras,2021,0.1,0.51,1
TRUFUCU004,East Coast Honduras,2021,0.22,0.19,1
TRUFUCU004,East Coast Honduras,2023,0.13,0.1,1
TRUFUCU004,East Coast Honduras,2023,0.11,0.61,1
TRUFUCU004,East Coast Honduras,2023,0.04,0.14,1
TRUFUCU004,East Coast Honduras,2023,0.15,0.17,1
TRUFUCU004,East Coast Honduras,2023,0.09,0.26,1
TRUFUCU004,East Coast Honduras,2023,0.05,0.4,1
TRUFUCU004,East Coast Honduras,2023,0.05,0.495,1
TRUFUCU006,East Coast Honduras,2021,0.2,0.67,1
TRUFUCU006,East Coast Honduras,2021,0.16,0.735,1
TRUFUCU006,East Coast Honduras,2021,0.12,0.68,1
TRUFUCU006,East Coast Honduras,2021,0.09,0.725,1
TRUFUCU006,East Coast Honduras,2021,0.04,0.84,1
TRUFUCU006,East Coast Honduras,2021,0.03,0.82,1
TRUFUCU006,East Coast Honduras,2021,0.06,0.63,1
TRUFUCU006,East Coast Honduras,2023,0.03,0.84,1
TRUFUCU006,East Coast Honduras,2023,0.13,0.73,1
TRUFUCU006,East Coast Honduras,2023,0.07,0.78,1
TRUFUCU006,East Coast Honduras,2023,0.08,0.69,1
TRUFUCU006,East Coast Honduras,2023,0.11,0.74,1
TRUFUCU006,East Coast Honduras,2023,0.06,0.83,1
TRUFUCU008,East Coast Honduras,2021,0.13,0.68,1
TRUFUCU008,East Coast Honduras,2021,0.09,0.49,1
TRUFUCU008,East Coast Honduras,2021,0.06,0.52,1
TRUFUCU008,East Coast Honduras,2021,0.02,0.65,1
TRUFUCU008,East Coast Honduras,2021,0.01,0.55,1
TRUFUCU008,East Coast Honduras,2021,0.04,0.645,1
TRUFUCU008,East Coast Honduras,2021,0.1,0.75,1
TRUFUCU008,East Coast Honduras,2023,0.02,0.86,1
TRUFUCU008,East Coast Honduras,2023,0.06,0.725,1
TRUFUCU008,East Coast Honduras,2023,0.02,0.55,1
TRUFUCU008,East Coast Honduras,2023,0,0.9,1
TRUFUCU008,East Coast Honduras,2023,0.01,0.74,1
TRUFUCU008,East Coast Honduras,2023,0,0.59,1
TRUFUCU010,East Coast Honduras,2021,0.26,0.34,1
TRUFUCU010,East Coast Honduras,2021,0.24,0.31,1
TRUFUCU010,East Coast Honduras,2021,0.16,0.555,1
TRUFUCU010,East Coast Honduras,2021,0.36,0.075,1
TRUFUCU010,East Coast Honduras,2021,0.21,0.4,1
TRUFUCU010,East Coast Honduras,2021,0.44,0.22,1
TRUFUCU010,East Coast Honduras,2021,0.19,0.395,1
TRUFUCU010,East Coast Honduras,2023,0.03,0.29,1
TRUFUCU010,East Coast Honduras,2023,0.1,0.59,1
TRUFUCU010,East Coast Honduras,2023,0.09,0.76,1
TRUFUCU010,East Coast Honduras,2023,0.25,0.45,1
TRUFUCU010,East Coast Honduras,2023,0.13,0.25,1
TRUFUCU010,East Coast Honduras,2023,0.02,0.68,1
TRUFUCU011,East Coast Honduras,2021,0.17,0.6,1
TRUFUCU011,East Coast Honduras,2021,0.09,0.615,1
TRUFUCU011,East Coast Honduras,2021,0.33,0.585,1
TRUFUCU011,East Coast Honduras,2021,0.08,0.54,1
TRUFUCU011,East Coast Honduras,2021,0.2,0.655,1
TRUFUCU011,East Coast Honduras,2021,0.18,0.56,1
TRUFUCU011,East Coast Honduras,2021,0.23,0.5,1
TRUFUCU011,East Coast Honduras,2023,0.17,0.38,1
TRUFUCU011,East Coast Honduras,2023,0.1,0.41,1
TRUFUCU011,East Coast Honduras,2023,0.12,0.64,1
TRUFUCU011,East Coast Honduras,2023,0.22,0.31,1
TRUFUCU011,East Coast Honduras,2023,0.05,0.7,1
TRUFUCU011,East Coast Honduras,2023,0.38,0.345,1
TRUFUCU012,East Coast Honduras,2021,0.35,0.11,1
TRUFUCU012,East Coast Honduras,2021,0.31,0.39,1
TRUFUCU012,East Coast Honduras,2021,0.15,0.21,1
TRUFUCU012,East Coast Honduras,2021,0.29,0.285,1
TRUFUCU012,East Coast Honduras,2021,0.14,0.19,1
TRUFUCU012,East Coast Honduras,2021,0.23,0.335,1
TRUFUCU012,East Coast Honduras,2023,0.41,0.13,1
TRUFUCU012,East Coast Honduras,2023,0.13,0.7,1
TRUFUCU012,East Coast Honduras,2023,0.51,0.15,1
TRUFUCU012,East Coast Honduras,2023,0.36,0.22,1
TRUFUCU012,East Coast Honduras,2023,0.08,0.56,1
TRUFUCU012,East Coast Honduras,2023,0.34,0.13,1
TRUFUCU012,East Coast Honduras,2023,0.34,0.29,1
BZ1045,Glover's Reef Atoll,2023,0.21,0,1
BZ1045,Glover's Reef Atoll,2023,0.24,0.12,1
BZ1045,Glover's Reef Atoll,2023,0.2,0.13,1
BZ1045,Glover's Reef Atoll,2023,0.49,0.12,1
BZ1045,Glover's Reef Atoll,2023,0.24,0.01,1
BZ1045,Glover's Reef Atoll,2023,0.26,0.205,1
BZ1049,Glover's Reef Atoll,2023,0.3,0.49,1
BZ1049,Glover's Reef Atoll,2023,0.36,0.08,1
BZ1049,Glover's Reef Atoll,2023,0.08,0.355,1
BZ1049,Glover's Reef Atoll,2023,0.42,0.24,1
BZ1049,Glover's Reef Atoll,2023,0.53,0.18,1
BZ1049,Glover's Reef Atoll,2023,0.21,0.48,1
BZ1050,Glover's Reef Atoll,2023,0.19,0.185,1
BZ1050,Glover's Reef Atoll,2023,0.14,0.215,1
BZ1050,Glover's Reef Atoll,2023,0.31,0.04,1
BZ1050,Glover's Reef Atoll,2023,0.39,0.02,1
BZ1050,Glover's Reef Atoll,2023,0.27,0.04,1
BZ1050,Glover's Reef Atoll,2023,0.28,0.12,1
BZ1052,Glover's Reef Atoll,2023,0.46,0,1
BZ1052,Glover's Reef Atoll,2023,0.42,0,1
BZ1052,Glover's Reef Atoll,2023,0.38,0.03,1
BZ1052,Glover's Reef Atoll,2023,0.17,0.135,1
BZ1052,Glover's Reef Atoll,2023,0.17,0.08,1
BZ1052,Glover's Reef Atoll,2023,0.39,0.07,1
BZ1104,Glover's Reef Atoll,2023,0.04,0.52,1
BZ1104,Glover's Reef Atoll,2023,0.15,0.13,1
BZ1104,Glover's Reef Atoll,2023,0.26,0.22,1
BZ1104,Glover's Reef Atoll,2023,0.15,0.21,1
BZ1104,Glover's Reef Atoll,2023,0.16,0.09,1
BZ1104,Glover's Reef Atoll,2023,0.16,0.355,1
BZ1106,Glover's Reef Atoll,2023,0.38,0.01,1
BZ1106,Glover's Reef Atoll,2023,0.28,0,1
BZ1106,Glover's Reef Atoll,2023,0.26,0,1
BZ1106,Glover's Reef Atoll,2023,0.08,0.085,1
BZ1106,Glover's Reef Atoll,2023,0.23,0.05,1
BZ1106,Glover's Reef Atoll,2023,0.13,0.165,1
BZ1109,Glover's Reef Atoll,2023,0.1,0.64,1
BZ1109,Glover's Reef Atoll,2023,0.29,0.28,1
BZ1109,Glover's Reef Atoll,2023,0.19,0.44,1
BZ1109,Glover's Reef Atoll,2023,0.07,0.67,1
BZ1109,Glover's Reef Atoll,2023,0.22,0.29,1
BZ1109,Glover's Reef Atoll,2023,0.2,0.27,1
BZ1045,Glover's Reef,2021,0.41,0.08,1
BZ1045,Glover's Reef,2021,0.17,0.27,1
BZ1045,Glover's Reef,2021,0.1,0.305,1
BZ1045,Glover's Reef,2021,0.35,0.06,1
BZ1045,Glover's Reef,2021,0.42,0.06,1
BZ1045,Glover's Reef,2021,0.24,0.255,1
BZ1049,Glover's Reef,2021,0.09,0.3,1
BZ1049,Glover's Reef,2021,0.1,0.36,1
BZ1049,Glover's Reef,2021,0.3,0.17,1
BZ1049,Glover's Reef,2021,0.18,0.1,1
BZ1049,Glover's Reef,2021,0.47,0.12,1
BZ1049,Glover's Reef,2021,0.53,0.14,1
BZ1050,Glover's Reef,2021,0.17,0.17,1
BZ1050,Glover's Reef,2021,0.36,0.05,1
BZ1050,Glover's Reef,2021,0.13,0.12,1
BZ1050,Glover's Reef,2021,0.22,0.14,1
BZ1050,Glover's Reef,2021,0.11,0.29,1
BZ1050,Glover's Reef,2021,0.3,0.12,1
BZ1052,Glover's Reef,2021,0.32,0.04,1
BZ1052,Glover's Reef,2021,0.22,0.02,1
BZ1052,Glover's Reef,2021,0.43,0.01,1
BZ1052,Glover's Reef,2021,0.17,0.12,1
BZ1052,Glover's Reef,2021,0.32,0.01,1
BZ1052,Glover's Reef,2021,0.24,0.07,1
BZ1104,Glover's Reef,2021,0.21,0.285,1
BZ1104,Glover's Reef,2021,0.2,0.27,1
BZ1104,Glover's Reef,2021,0.08,0.28,1
BZ1104,Glover's Reef,2021,0.1,0.52,1
BZ1104,Glover's Reef,2021,0.12,0.31,1
BZ1104,Glover's Reef,2021,0.22,0.19,1
BZ1106,Glover's Reef,2021,0.01,0.3,1
BZ1106,Glover's Reef,2021,0.12,0.18,1
BZ1106,Glover's Reef,2021,0.13,0.07,1
BZ1106,Glover's Reef,2021,0.35,0.04,1
BZ1106,Glover's Reef,2021,0.33,0.16,1
BZ1106,Glover's Reef,2021,0.18,0.17,1
BZ1109,Glover's Reef,2021,0.14,0.15,1
BZ1109,Glover's Reef,2021,0.02,0.66,1
BZ1109,Glover's Reef,2021,0.24,0.32,1
BZ1109,Glover's Reef,2021,0.04,0.23,1
BZ1109,Glover's Reef,2021,0,0.17,1
BZ1109,Glover's Reef,2021,0.33,0.25,1
HNGUA001,Guanaja,2021,0.31,0.3,1
HNGUA001,Guanaja,2021,0.29,0.19,1
HNGUA001,Guanaja,2021,0.29,0.355,1
HNGUA001,Guanaja,2021,0.28,0.26,1
HNGUA001,Guanaja,2021,0.17,0.32,1
HNGUA001,Guanaja,2021,0.21,0.35,1
HNGUA001,Guanaja,2023,0.47,0.26,1
HNGUA001,Guanaja,2023,0.33,0.2,1
HNGUA001,Guanaja,2023,0.18,0.24,1
HNGUA001,Guanaja,2023,0.38,0.19,1
HNGUA001,Guanaja,2023,0.29,0.32,1
HNGUA001,Guanaja,2023,0.28,0.44,1
HNGUA002,Guanaja,2021,0.22,0.24,1
HNGUA002,Guanaja,2021,0.36,0.255,1
HNGUA002,Guanaja,2021,0.32,0.36,1
HNGUA002,Guanaja,2021,0.23,0.21,1
HNGUA002,Guanaja,2021,0.23,0.43,1
HNGUA002,Guanaja,2021,0.12,0.54,1
HNGUA002,Guanaja,2023,0.26,0.35,1
HNGUA002,Guanaja,2023,0.19,0.28,1
HNGUA002,Guanaja,2023,0.22,0.31,1
HNGUA002,Guanaja,2023,0.13,0.41,1
HNGUA002,Guanaja,2023,0.41,0.21,1
HNGUA002,Guanaja,2023,0.24,0.25,1
HNGUA003,Guanaja,2021,0.33,0.06,1
HNGUA003,Guanaja,2021,0.17,0.22,1
HNGUA003,Guanaja,2021,0.34,0.07,1
HNGUA003,Guanaja,2021,0.34,0.04,1
HNGUA003,Guanaja,2021,0.29,0.11,1
HNGUA003,Guanaja,2021,0.24,0.175,1
HNGUA003,Guanaja,2023,0.25,0.15,1
HNGUA003,Guanaja,2023,0.18,0.11,1
HNGUA003,Guanaja,2023,0.28,0.1,1
HNGUA003,Guanaja,2023,0.29,0.06,1
HNGUA003,Guanaja,2023,0.31,0.12,1
HNGUA003,Guanaja,2023,0.28,0.15,1
HNGUA005,Guanaja,2021,0.12,0.435,1
HNGUA005,Guanaja,2021,0.26,0.355,1
HNGUA005,Guanaja,2021,0.23,0.5,1
HNGUA005,Guanaja,2021,0.07,0.46,1
HNGUA005,Guanaja,2021,0.14,0.45,1
HNGUA005,Guanaja,2021,0.09,0.505,1
HNGUA005,Guanaja,2023,0.12,0.5,1
HNGUA005,Guanaja,2023,0.12,0.51,1
HNGUA005,Guanaja,2023,0.13,0.31,1
HNGUA005,Guanaja,2023,0.24,0.34,1
HNGUA005,Guanaja,2023,0.27,0.31,1
HNGUA005,Guanaja,2023,0.07,0.52,1
HNGUA006,Guanaja,2021,0.18,0.29,1
HNGUA006,Guanaja,2021,0.08,0.39,1
HNGUA006,Guanaja,2021,0.2,0.25,1
HNGUA006,Guanaja,2021,0.09,0.335,1
HNGUA006,Guanaja,2021,0.19,0.48,1
HNGUA006,Guanaja,2021,0.14,0.47,1
HNGUA006,Guanaja,2023,0.13,0.63,1
HNGUA006,Guanaja,2023,0.14,0.64,1
HNGUA006,Guanaja,2023,0.15,0.39,1
HNGUA006,Guanaja,2023,0.11,0.53,1
HNGUA006,Guanaja,2023,0.05,0.66,1
HNGUA006,Guanaja,2023,0.07,0.37,1
HNGUA007,Guanaja,2021,0.17,0.34,1
HNGUA007,Guanaja,2021,0.22,0.315,1
HNGUA007,Guanaja,2021,0.14,0.47,1
HNGUA007,Guanaja,2021,0.12,0.46,1
HNGUA007,Guanaja,2021,0.16,0.19,1
HNGUA007,Guanaja,2021,0.3,0.13,1
HNGUA007,Guanaja,2023,0.18,0.35,1
HNGUA007,Guanaja,2023,0.24,0.25,1
HNGUA007,Guanaja,2023,0.1,0.15,1
HNGUA007,Guanaja,2023,0.04,0.22,1
HNGUA007,Guanaja,2023,0.1,0.21,1
HNGUA007,Guanaja,2023,0,0.27,1
HNGUA008,Guanaja,2021,0.26,0.33,1
HNGUA008,Guanaja,2021,0.25,0.14,1
HNGUA008,Guanaja,2021,0.3,0.225,1
HNGUA008,Guanaja,2021,0.34,0.01,1
HNGUA008,Guanaja,2021,0.28,0,1
HNGUA008,Guanaja,2021,0.22,0.04,1
HNGUA008,Guanaja,2023,0.24,0.09,1
HNGUA008,Guanaja,2023,0.24,0.07,1
HNGUA008,Guanaja,2023,0.16,0.05,1
HNGUA008,Guanaja,2023,0.39,0,1
HNGUA008,Guanaja,2023,0.52,0.06,1
HNGUA008,Guanaja,2023,0.07,0.19,1
HNGUA009,Guanaja,2021,0.19,0.02,1
HNGUA009,Guanaja,2021,0.13,0.06,1
HNGUA009,Guanaja,2021,0.2,0.08,1
HNGUA009,Guanaja,2021,0.31,0.01,1
HNGUA009,Guanaja,2021,0.14,0.03,1
HNGUA009,Guanaja,2021,0.16,0,1
HNGUA009,Guanaja,2023,0.19,0.015,1
HNGUA009,Guanaja,2023,0.13,0.4,1
HNGUA009,Guanaja,2023,0.26,0.04,1
HNGUA009,Guanaja,2023,0.12,0.08,1
HNGUA009,Guanaja,2023,0.22,0.03,1
HNGUA009,Guanaja,2023,0.24,0.21,1
HNGUA010,Guanaja,2021,0.1,0.51,1
HNGUA010,Guanaja,2021,0.24,0.44,1
HNGUA010,Guanaja,2021,0.22,0.445,1
HNGUA010,Guanaja,2021,0.13,0.515,1
HNGUA010,Guanaja,2021,0.16,0.54,1
HNGUA010,Guanaja,2021,0.35,0.25,1
HNGUA010,Guanaja,2023,0.18,0.34,1
HNGUA010,Guanaja,2023,0.36,0.22,1
HNGUA010,Guanaja,2023,0.2889,0.3667,1
HNGUA010,Guanaja,2023,0.34,0.2,1
HNGUA010,Guanaja,2023,0.31,0.27,1
HNGUA010,Guanaja,2023,0.39,0.3,1
HNGUA011,Guanaja,2021,0.24,0.34,1
HNGUA011,Guanaja,2021,0.21,0.18,1
HNGUA011,Guanaja,2021,0.17,0.15,1
HNGUA011,Guanaja,2021,0.2,0.17,1
HNGUA011,Guanaja,2021,0.21,0.245,1
HNGUA011,Guanaja,2021,0.09,0.14,1
HNGUA011,Guanaja,2023,0.48,0.03,1
HNGUA011,Guanaja,2023,0.16,0.12,1
HNGUA011,Guanaja,2023,0.32,0.04,1
HNGUA011,Guanaja,2023,0.33,0.17,1
HNGUA011,Guanaja,2023,0.38,0.1,1
HNGUA011,Guanaja,2023,0.16,0.13,1
HNGUA012,Guanaja,2021,0.26,0.37,1
HNGUA012,Guanaja,2021,0.13,0.43,1
HNGUA012,Guanaja,2021,0.11,0.28,1
HNGUA012,Guanaja,2021,0.23,0.135,1
HNGUA012,Guanaja,2021,0.2,0.26,1
HNGUA012,Guanaja,2021,0.12,0.23,1
HNGUA012,Guanaja,2023,0.1,0.28,1
HNGUA012,Guanaja,2023,0.07,0.32,1
HNGUA012,Guanaja,2023,0.19,0.18,1
HNGUA012,Guanaja,2023,0.11,0.25,1
HNGUA012,Guanaja,2023,0.05,0.28,1
HNGUA012,Guanaja,2023,0.13,0.26,1
HNGUA014,Guanaja,2021,0.29,0.05,1
HNGUA014,Guanaja,2021,0.63,0.01,1
HNGUA014,Guanaja,2021,0.38,0.14,1
HNGUA014,Guanaja,2021,0.27,0.21,1
HNGUA014,Guanaja,2021,0.33,0.19,1
HNGUA014,Guanaja,2021,0.36,0.08,1
HNGUA014,Guanaja,2023,0,0.36,1
HNGUA014,Guanaja,2023,0.08,0.45,1
HNGUA014,Guanaja,2023,0.18,0.22,1
HNGUA014,Guanaja,2023,0.06,0.41,1
HNGUA014,Guanaja,2023,0.25,0.41,1
HNGUA014,Guanaja,2023,0.19,0.29,1
HNGUA015,Guanaja,2021,0.27,0.055,1
HNGUA015,Guanaja,2021,0.26,0.225,1
HNGUA015,Guanaja,2021,0.33,0.1,1
HNGUA015,Guanaja,2021,0.19,0.205,1
HNGUA015,Guanaja,2021,0.33,0.08,1
HNGUA015,Guanaja,2021,0.28,0.13,1
HNGUA015,Guanaja,2023,0.48,0.02,1
HNGUA015,Guanaja,2023,0.22,0.02,1
HNGUA015,Guanaja,2023,0.3,0.02,1
HNGUA015,Guanaja,2023,0.19,0.16,1
HNGUA015,Guanaja,2023,0.3,0.04,1
HNGUA015,Guanaja,2023,0.33,0.07,1
GT0010,Guatemala,2021,0.34,0.42,1
GT0010,Guatemala,2021,0.32,0.4,1
GT0010,Guatemala,2021,0.47,0.3,1
GT0010,Guatemala,2021,0.41,0.39,1
GT0010,Guatemala,2021,0.42,0.23,1
GT0010,Guatemala,2021,0.38,0.38,1
GT0010,Guatemala,2023,0.53,0.05,1
GT0010,Guatemala,2023,0.32,0.17,1
GT0010,Guatemala,2023,0.38,0.24,1
GT0010,Guatemala,2023,0.49,0.1,1
GT0010,Guatemala,2023,0.11,0.37,1
GT0010,Guatemala,2023,0.25,0.3,1
GT003,Guatemala,2021,0.23,0.06,1
GT003,Guatemala,2021,0.03,0.56,1
GT003,Guatemala,2021,0.2,0.18,1
GT003,Guatemala,2021,0.53,0.13,1
GT003,Guatemala,2021,0.4,0.09,1
GT003,Guatemala,2021,0.45,0.18,1
GT003,Guatemala,2023,0.21,0.01,1
GT003,Guatemala,2023,0.42,0.06,1
GT003,Guatemala,2023,0.37,0.12,1
GT003,Guatemala,2023,0.26,0.02,1
GT003,Guatemala,2023,0.25,0,1
GT003,Guatemala,2023,0.24,0.07,1
GT004,Guatemala,2021,0.11,0.13,1
GT004,Guatemala,2021,0.28,0.15,1
GT004,Guatemala,2021,0.23,0.15,1
GT004,Guatemala,2021,0.11,0.25,1
GT004,Guatemala,2021,0.22,0.16,1
GT004,Guatemala,2021,0,0.29,1
GT004,Guatemala,2023,0.09,0.005,1
GT004,Guatemala,2023,0.13,0,1
GT004,Guatemala,2023,0.14,0.03,1
GT004,Guatemala,2023,0.12,0,1
GT004,Guatemala,2023,0.02,0.07,1
GT004,Guatemala,2023,0.11,0.08,1
GT006,Guatemala,2021,0.29,0.19,1
GT006,Guatemala,2021,0.41,0.12,1
GT006,Guatemala,2021,0.46,0.01,1
GT006,Guatemala,2021,0.21,0.01,1
GT006,Guatemala,2021,0.66,0,1
GT006,Guatemala,2021,0.24,0,1
GT006,Guatemala,2023,0.2,0.05,1
GT006,Guatemala,2023,0.16,0,1
GT006,Guatemala,2023,0.22,0.22,1
GT006,Guatemala,2023,0.12,0.03,1
GT006,Guatemala,2023,0.37,0.09,1
GT006,Guatemala,2023,0.26,0.12,1
GT007,Guatemala,2021,0.58,0.18,1
GT007,Guatemala,2021,0.13,0.49,1
GT007,Guatemala,2021,0.16,0.515,1
GT007,Guatemala,2021,0.33,0.35,1
GT007,Guatemala,2021,0.25,0.44,1
GT007,Guatemala,2021,0.32,0.41,1
GT007,Guatemala,2023,0.13,0.33,1
GT007,Guatemala,2023,0.14,0.38,1
GT007,Guatemala,2023,0.27,0.33,1
GT007,Guatemala,2023,0.33,0.18,1
GT007,Guatemala,2023,0.57,0.21,1
GT007,Guatemala,2023,0.02,0.4,1
GT008,Guatemala,2021,0.14,0.47,1
GT008,Guatemala,2021,0.25,0.38,1
GT008,Guatemala,2021,0.17,0.53,1
GT008,Guatemala,2021,0.2,0.56,1
GT008,Guatemala,2021,0.09,0.48,1
GT008,Guatemala,2021,0.19,0.645,1
GT008,Guatemala,2021,0.2,0.43,1
GT008,Guatemala,2023,0.28,0.42,1
GT008,Guatemala,2023,0.28,0.28,1
GT008,Guatemala,2023,0.51,0.21,1
GT008,Guatemala,2023,0.36,0.38,1
GT008,Guatemala,2023,0.5,0.17,1
GT008,Guatemala,2023,0.21,0.24,1
GT009,Guatemala,2021,0.32,0.34,1
GT009,Guatemala,2021,0.35,0.28,1
GT009,Guatemala,2021,0.31,0.45,1
GT009,Guatemala,2021,0.2,0.3,1
GT009,Guatemala,2021,0.11,0.55,1
GT009,Guatemala,2021,0.25,0.5,1
GT009,Guatemala,2023,0.14,0.21,1
GT009,Guatemala,2023,0.19,0.3,1
GT009,Guatemala,2023,0.19,0.12,1
GT009,Guatemala,2023,0.22,0.11,1
GT009,Guatemala,2023,0.1,0.25,1
GT009,Guatemala,2023,0.38,0.17,1
R10 DFR,Lighthouse reef,2021,0.16,0,1
R10 DFR,Lighthouse reef,2021,0.33,0.01,1
R10 DFR,Lighthouse reef,2021,0.16,0.01,1
R10 DFR,Lighthouse reef,2021,0.18,0.02,1
R10 DFR,Lighthouse reef,2021,0.1,0.01,1
R10 DFR,Lighthouse reef,2021,0.02,0.08,1
R10 DFR,Lighthouse Reef,2023,0.29,0.11,1
R10 DFR,Lighthouse Reef,2023,0.12,0.09,1
R10 DFR,Lighthouse Reef,2023,0.11,0.2,1
R10 DFR,Lighthouse Reef,2023,0.15,0.08,1
R10 DFR,Lighthouse Reef,2023,0.22,0.27,1
R10 DFR,Lighthouse Reef,2023,0.07,0.16,1
R10 DFR,Lighthouse Reef,2023,0.22,0.12,1
R10 DFR,Lighthouse Reef,2023,0.16,0.21,1
R11 SFR,Lighthouse reef,2021,0.13,0.11,1
R11 SFR,Lighthouse reef,2021,0.22,0.09,1
R11 SFR,Lighthouse reef,2021,0.15,0.11,1
R11 SFR,Lighthouse reef,2021,0.21,0.02,1
R11 SFR,Lighthouse reef,2021,0.14,0.08,1
R11 SFR,Lighthouse reef,2021,0.17,0.02,1
R11 SFR,Lighthouse Reef,2023,0.09,0.09,1
R11 SFR,Lighthouse Reef,2023,0.1,0.09,1
R11 SFR,Lighthouse Reef,2023,0.11,0.09,1
R11 SFR,Lighthouse Reef,2023,0.19,0.11,1
R11 SFR,Lighthouse Reef,2023,0.05,0.11,1
R11 SFR,Lighthouse Reef,2023,0.17,0.01,1
R11 SFR,Lighthouse Reef,2023,0.14,0.03,1
R11 SFR,Lighthouse Reef,2023,0.07,0.07,1
R13 SFR,Lighthouse reef,2021,0.22,0.385,1
R13 SFR,Lighthouse reef,2021,0.03,0.4,1
R13 SFR,Lighthouse reef,2021,0.08,0.41,1
R13 SFR,Lighthouse reef,2021,0.15,0.425,1
R13 SFR,Lighthouse reef,2021,0.14,0.41,1
