SiteCode_2021_corrected,Subregion,Year,Herb,Comm
WP4_DFR,Turneffe,2021,632,274
WP4_SFR,Turneffe,2021,433,16
WP4_SFR,Turneffe,2021,0,0
WP4_SFR,Turneffe,2021,7,14
WP4_SFR,Turneffe,2021,302,94
WP4_SFR,Turneffe,2021,142,0
WP4_SFR,Turneffe,2021,395,0
WP4_SFR,Turneffe,2021,1676,188
WP4_SFR,Turneffe,2021,59,32
WP4_SFR,Turneffe,2021,1486,15
WP4_SFR,Turneffe,2021,96,75
WP4_BR,Turneffe,2021,46,108
WP4_BR,Turneffe,2021,258,0
WP4_BR,Turneffe,2021,103,109
WP4_BR,Turneffe,2021,65,29
WP4_BR,Turneffe,2021,34,18
WP4_BR,Turneffe,2021,174,0
WP4_BR,Turneffe,2021,14,0
WP4_BR,Turneffe,2021,44,15
WP4_BR,Turneffe,2021,41,15
WP4_BR,Turneffe,2021,249,106
WP4_BR,Turneffe,2021,393,89
WP4_BR,Turneffe,2021,3404,11
R6 DFR,Lighthouse reef,2021,163,0
R6 DFR,Lighthouse reef,2021,3217,0
R6 DFR,Lighthouse reef,2021,178,467
R6 DFR,Lighthouse reef,2021,1426,1183
R6 DFR,Lighthouse reef,2021,1291,212
R6 DFR,Lighthouse reef,2021,378,0
R6 DFR,Lighthouse reef,2021,1062,0
R6 DFR,Lighthouse reef,2021,1297,318
R6 DFR,Lighthouse reef,2021,303,212
R6 DFR,Lighthouse reef,2021,321,0
R7 SFR,Lighthouse reef,2021,61,0
R7 SFR,Lighthouse reef,2021,370,0
R7 SFR,Lighthouse reef,2021,1387,0
R7 SFR,Lighthouse reef,2021,0,0
R7 SFR,Lighthouse reef,2021,327,0
R7 SFR,Lighthouse reef,2021,532,573
R7 SFR,Lighthouse reef,2021,349,0
R7 SFR,Lighthouse reef,2021,2,832
R7 SFR,Lighthouse reef,2021,4744,0
R7 SFR,Lighthouse reef,2021,185,0
WQ4,Lighthouse reef,2021,3966,386
WQ4,Lighthouse reef,2021,2606,199
WQ4,Lighthouse reef,2021,376,353
WQ4,Lighthouse reef,2021,2506,0
WQ4,Lighthouse reef,2021,4625,0
WQ4,Lighthouse reef,2021,6158,0
WQ4,Lighthouse reef,2021,1310,212
WQ4,Lighthouse reef,2021,1930,492
WQ4,Lighthouse reef,2021,2755,234
WQ4,Lighthouse reef,2021,2070,320
R4 DFR,Lighthouse reef,2021,217,596
R4 DFR,Lighthouse reef,2021,968,0
R4 DFR,Lighthouse reef,2021,1315,126
R4 DFR,Lighthouse reef,2021,892,1408
R4 DFR,Lighthouse reef,2021,666,201
R4 DFR,Lighthouse reef,2021,1045,106
R4 DFR,Lighthouse reef,2021,407,212
R4 DFR,Lighthouse reef,2021,2684,3949
R4 DFR,Lighthouse reef,2021,575,385
R4 DFR,Lighthouse reef,2021,1772,424
R2 SFR,Lighthouse reef,2021,129,0
R2 SFR,Lighthouse reef,2021,738,114
R2 SFR,Lighthouse reef,2021,352,0
R2 SFR,Lighthouse reef,2021,908,15
R2 SFR,Lighthouse reef,2021,403,114
R2 SFR,Lighthouse reef,2021,150,0
R2 SFR,Lighthouse reef,2021,1734,306
R2 SFR,Lighthouse reef,2021,628,108
CZ2_DFR,Turneffe,2021,291,0
CZ2_DFR,Turneffe,2021,51,0
CZ2_DFR,Turneffe,2021,218,0
CZ2_DFR,Turneffe,2021,503,3349
CZ2_DFR,Turneffe,2021,2181,130
CZ2_DFR,Turneffe,2021,3031,0
CZ2_DFR,Turneffe,2021,3874,530
CZ2_DFR,Turneffe,2021,90,0
CZ2_DFR,Turneffe,2021,2419,864
CZ2_DFR,Turneffe,2021,1322,2577
WP5_DFR,Turneffe,2021,241,448
WP5_DFR,Turneffe,2021,998,15
WP5_DFR,Turneffe,2021,55,441
WP5_DFR,Turneffe,2021,375,212
WP5_DFR,Turneffe,2021,246,87
WP5_DFR,Turneffe,2021,93,0
WP5_DFR,Turneffe,2021,1651,103
WP5_DFR,Turneffe,2021,439,97
WP5_DFR,Turneffe,2021,486,1300
WP5_DFR,Turneffe,2021,143,275
WP5_SFR,Turneffe,2021,1348,87
WP5_SFR,Turneffe,2021,547,0
WP5_SFR,Turneffe,2021,2355,87
WP5_SFR,Turneffe,2021,2224,423
WP5_SFR,Turneffe,2021,648,0
WP5_SFR,Turneffe,2021,938,0
WP5_SFR,Turneffe,2021,1012,336
WP5_SFR,Turneffe,2021,903,0
WP5_SFR,Turneffe,2021,475,0
WP5_SFR,Turneffe,2021,445,0
MP_SFR,Turneffe,2021,1253,381
MP_SFR,Turneffe,2021,2548,0
MP_SFR,Turneffe,2021,3042,376
MP_SFR,Turneffe,2021,5017,0
MP_SFR,Turneffe,2021,1929,94
MP_SFR,Turneffe,2021,4746,0
MP_SFR,Turneffe,2021,3811,714
MP_SFR,Turneffe,2021,741,1444
MP_SFR,Turneffe,2021,1909,133
MP_SFR,Turneffe,2021,1688,0
MP_DFR,Turneffe,2021,2377,0
MP_DFR,Turneffe,2021,3216,175
MP_DFR,Turneffe,2021,4349,0
MP_DFR,Turneffe,2021,1295,102
MP_DFR,Turneffe,2021,790,0
MP_DFR,Turneffe,2021,696,94
MP_DFR,Turneffe,2021,693,260
MP_DFR,Turneffe,2021,1588,336
MP_DFR,Turneffe,2021,3071,0
MP_DFR,Turneffe,2021,1154,14
BZ1229,Northern Barrier Complex,2021,2363,0
BZ1229,Northern Barrier Complex,2021,654,0
BZ1229,Northern Barrier Complex,2021,334,0
BZ1229,Northern Barrier Complex,2021,329,0
BZ1229,Northern Barrier Complex,2021,2685,0
BZ1229,Northern Barrier Complex,2021,3800,0
BZ1229,Northern Barrier Complex,2021,1417,0
BZ1229,Northern Barrier Complex,2021,166,16
BZ1229,Northern Barrier Complex,2021,3551,0
BZ1229,Northern Barrier Complex,2021,2996,0
BZ1230,Northern Barrier Complex,2021,879,0
BZ1230,Northern Barrier Complex,2021,2343,0
BZ1230,Northern Barrier Complex,2021,218,0
BZ1230,Northern Barrier Complex,2021,637,16
BZ1230,Northern Barrier Complex,2021,127,212
BZ1230,Northern Barrier Complex,2021,116,0
BZ1230,Northern Barrier Complex,2021,143,0
BZ1230,Northern Barrier Complex,2021,163,0
BZ1230,Northern Barrier Complex,2021,15,0
BZ1230,Northern Barrier Complex,2021,0,0
BZ1077,Central Barrier Complex,2021,180,261
BZ1077,Central Barrier Complex,2021,41,0
BZ1077,Central Barrier Complex,2021,1668,0
BZ1077,Central Barrier Complex,2021,36,1499
BZ1077,Central Barrier Complex,2021,3236,336
BZ1077,Central Barrier Complex,2021,3033,597
BZ1077,Central Barrier Complex,2021,3382,0
BZ1077,Central Barrier Complex,2021,263,0
BZ1077,Central Barrier Complex,2021,3025,365
BZ1077,Central Barrier Complex,2021,496,261
BZ1231,Northern Barrier Complex,2021,0,0
BZ1231,Northern Barrier Complex,2021,685,0
BZ1231,Northern Barrier Complex,2021,1273,0
BZ1231,Northern Barrier Complex,2021,0,0
BZ1231,Northern Barrier Complex,2021,0,0
BZ1231,Northern Barrier Complex,2021,0,0
BZ1231,Northern Barrier Complex,2021,19,90
BZ1231,Northern Barrier Complex,2021,1,0
BZ1231,Northern Barrier Complex,2021,0,0
BZ1231,Northern Barrier Complex,2021,954,0
BZ1079,Northern Barrier Complex,2021,400,0
BZ1079,Northern Barrier Complex,2021,10125,0
BZ1079,Northern Barrier Complex,2021,1332,0
BZ1079,Northern Barrier Complex,2021,8148,1499
BZ1079,Northern Barrier Complex,2021,1858,0
BZ1079,Northern Barrier Complex,2021,1675,0
BZ1079,Northern Barrier Complex,2021,3664,0
BZ1079,Northern Barrier Complex,2021,421,0
BZ1079,Northern Barrier Complex,2021,858,114
BZ1079,Northern Barrier Complex,2021,4211,0
MXRCK,Northern Barrier Complex,2021,20,0
MXRCK,Northern Barrier Complex,2021,719,0
MXRCK,Northern Barrier Complex,2021,186,106
MXRCK,Northern Barrier Complex,2021,1989,0
MXRCK,Northern Barrier Complex,2021,94,0
MXRCK,Northern Barrier Complex,2021,223,0
MXRCK,Northern Barrier Complex,2021,153,0
MXRCK,Northern Barrier Complex,2021,91,0
MXRCK,Northern Barrier Complex,2021,684,0
MXRCK,Northern Barrier Complex,2021,564,0
BZ1080,Northern Barrier Complex,2021,1115,174
BZ1080,Northern Barrier Complex,2021,4039,0
BZ1080,Northern Barrier Complex,2021,2472,0
BZ1080,Northern Barrier Complex,2021,1015,16
BZ1080,Northern Barrier Complex,2021,817,336
BZ1080,Northern Barrier Complex,2021,1375,0
BZ1080,Northern Barrier Complex,2021,1207,1276
BZ1080,Northern Barrier Complex,2021,1579,283
BZ1080,Northern Barrier Complex,2021,2587,0
BZ1080,Northern Barrier Complex,2021,14380,0
BZ1081,Northern Barrier Complex,2021,2970,0
BZ1081,Northern Barrier Complex,2021,4022,0
BZ1081,Northern Barrier Complex,2021,2472,11
BZ1081,Northern Barrier Complex,2021,1921,3779
BZ1081,Northern Barrier Complex,2021,4735,0
BZ1081,Northern Barrier Complex,2021,6498,672
BZ1081,Northern Barrier Complex,2021,760,0
BZ1081,Northern Barrier Complex,2021,2185,336
BZ1081,Northern Barrier Complex,2021,1196,0
BZ1081,Northern Barrier Complex,2021,219,0
BZ1234,Northern Barrier Complex,2021,16,0
BZ1234,Northern Barrier Complex,2021,153,482
BZ1234,Northern Barrier Complex,2021,2388,1475
BZ1234,Northern Barrier Complex,2021,1719,6060
BZ1234,Northern Barrier Complex,2021,154,0
BZ1234,Northern Barrier Complex,2021,699,2277
BZ1234,Northern Barrier Complex,2021,123,0
BZ1234,Northern Barrier Complex,2021,2239,81
BZ1234,Northern Barrier Complex,2021,3126,0
BZ1234,Northern Barrier Complex,2021,33,0
MX1059,Southern Quintana Roo,2021,631,336
MX1059,Southern Quintana Roo,2021,3091,805
MX1059,Southern Quintana Roo,2021,521,0
MX1059,Southern Quintana Roo,2021,1324,0
MX1059,Southern Quintana Roo,2021,1193,2073
MX1059,Southern Quintana Roo,2021,1369,912
MX1059,Southern Quintana Roo,2021,1345,94
MX1059,Southern Quintana Roo,2021,768,0
MXXCK01,Southern Quintana Roo,2021,1338,0
MXXCK01,Southern Quintana Roo,2021,996,0
MXXCK01,Southern Quintana Roo,2021,2184,417
MXXCK01,Southern Quintana Roo,2021,897,106
MXXCK01,Southern Quintana Roo,2021,3150,174
MXXCK01,Southern Quintana Roo,2021,1777,423
MXXCK01,Southern Quintana Roo,2021,4606,106
MXXCK01,Southern Quintana Roo,2021,12069,336
MXXCK02,Southern Quintana Roo,2021,4158,0
MXXCK02,Southern Quintana Roo,2021,736,7222
MXXCK02,Southern Quintana Roo,2021,2897,39944
MXXCK02,Southern Quintana Roo,2021,4130,0
MXXCK02,Southern Quintana Roo,2021,1404,1493
MXXCK02,Southern Quintana Roo,2021,0,0
MXXCK02,Southern Quintana Roo,2021,4606,542
MXXCK02,Southern Quintana Roo,2021,2785,0
MXXCK02,Southern Quintana Roo,2021,6823,436
MX1065,Southern Quintana Roo,2021,1216,3680
MX1065,Southern Quintana Roo,2021,1933,510
MX1065,Southern Quintana Roo,2021,1508,1224
MX1065,Southern Quintana Roo,2021,1409,0
MX1065,Southern Quintana Roo,2021,1029,0
MX1065,Southern Quintana Roo,2021,934,467
MX1065,Southern Quintana Roo,2021,2546,597
MX1065,Southern Quintana Roo,2021,1544,390
MX2067,Southern Quintana Roo,2021,1392,174
MX2067,Southern Quintana Roo,2021,1024,299
MX2067,Southern Quintana Roo,2021,1546,2056
MX2067,Southern Quintana Roo,2021,697,0
MX2067,Southern Quintana Roo,2021,879,0
MX2067,Southern Quintana Roo,2021,940,200
MX2067,Southern Quintana Roo,2021,1572,0
MX2067,Southern Quintana Roo,2021,1789,195
MX2067,Southern Quintana Roo,2021,0,0
CHI05,Banco Chinchorro,2021,3274,0
CHI05,Banco Chinchorro,2021,475,0
CHI05,Banco Chinchorro,2021,526,0
CHI05,Banco Chinchorro,2021,412,0
CHI05,Banco Chinchorro,2021,640,0
CHI05,Banco Chinchorro,2021,158,94
CHI05,Banco Chinchorro,2021,682,0
CHI05,Banco Chinchorro,2021,470,94
CHI06,Banco Chinchorro,2021,1766,12
CHI06,Banco Chinchorro,2021,1338,0
CHI06,Banco Chinchorro,2021,2580,0
CHI06,Banco Chinchorro,2021,847,524
CHI06,Banco Chinchorro,2021,1500,1094
CHI06,Banco Chinchorro,2021,2194,12
CHI06,Banco Chinchorro,2021,2492,7567
CHI06,Banco Chinchorro,2021,1656,431
MAH01,Southern Quintana Roo,2021,844,0
MAH01,Southern Quintana Roo,2021,2179,12
MAH01,Southern Quintana Roo,2021,1077,0
MAH01,Southern Quintana Roo,2021,1628,0
MAH01,Southern Quintana Roo,2021,816,12
MAH01,Southern Quintana Roo,2021,1428,701
MAH01,Southern Quintana Roo,2021,712,0
MAH01,Southern Quintana Roo,2021,748,0
MAH01,Southern Quintana Roo,2021,804,0
MAH01,Southern Quintana Roo,2021,829,1242
MX1111,Southern Quintana Roo,2021,1667,0
MX1111,Southern Quintana Roo,2021,1303,1694
MX1111,Southern Quintana Roo,2021,759,318
MX1111,Southern Quintana Roo,2021,123,402
MX1111,Southern Quintana Roo,2021,400,122
MX1111,Southern Quintana Roo,2021,1620,18763
MX1111,Southern Quintana Roo,2021,977,1634
MX1111,Southern Quintana Roo,2021,1740,29017
MX3082,Banco Chinchorro,2021,922,0
MX3082,Banco Chinchorro,2021,259,0
MX3082,Banco Chinchorro,2021,1090,573
MX3082,Banco Chinchorro,2021,1305,0
MX3082,Banco Chinchorro,2021,2248,0
MX3082,Banco Chinchorro,2021,1464,0
MX3082,Banco Chinchorro,2021,1820,1144
MX3082,Banco Chinchorro,2021,2101,0
CHI04,Banco Chinchorro,2021,29,489
CHI04,Banco Chinchorro,2021,2348,0
CHI04,Banco Chinchorro,2021,2348,0
CHI04,Banco Chinchorro,2021,557,0
CHI04,Banco Chinchorro,2021,1691,0
CHI04,Banco Chinchorro,2021,29,336
CHI04,Banco Chinchorro,2021,1008,2759
CHI04,Banco Chinchorro,2021,21,0
MX1035,Central Quintana Roo (Sian Ka'an),2021,1812,880
MX1035,Central Quintana Roo (Sian Ka'an),2021,36,0
MX1035,Central Quintana Roo (Sian Ka'an),2021,3123,4196
MX1035,Central Quintana Roo (Sian Ka'an),2021,106,424
MX1035,Central Quintana Roo (Sian Ka'an),2021,838,1016
MX1035,Central Quintana Roo (Sian Ka'an),2021,803,424
MX1035,Central Quintana Roo (Sian Ka'an),2021,734,1364
MX1035,Central Quintana Roo (Sian Ka'an),2021,2129,336
MX1043,Northern Quintana Roo,2021,420,227
MX1043,Northern Quintana Roo,2021,732,108
MX1043,Northern Quintana Roo,2021,279,0
MX1043,Northern Quintana Roo,2021,104,0
MX1043,Northern Quintana Roo,2021,951,0
MX1043,Northern Quintana Roo,2021,267,0
MX1043,Northern Quintana Roo,2021,1512,0
MX1043,Northern Quintana Roo,2021,658,0
MX1043,Northern Quintana Roo,2021,1753,0
MX1043,Northern Quintana Roo,2021,440,0
MX3009,Cozumel,2021,4697,0
MX3009,Cozumel,2021,846,510
MX3009,Cozumel,2021,1458,510
MX3009,Cozumel,2021,1916,0
MX3009,Cozumel,2021,3506,261
MX3009,Cozumel,2021,1642,336
MX3009,Cozumel,2021,1501,174
MX3009,Cozumel,2021,4295,803
MX3009,Cozumel,2021,411,0
MX3009,Cozumel,2021,1710,0
MX3009,Cozumel,2021,122,0
MX3009,Cozumel,2021,2033,0
COCO02,Cozumel,2021,2676,2831
COCO02,Cozumel,2021,7035,1402
COCO02,Cozumel,2021,12754,20087
COCO02,Cozumel,2021,5312,9995
COCO02,Cozumel,2021,7336,31550
COCO02,Cozumel,2021,2379,1052
COCO02,Cozumel,2021,16949,16543
COCO02,Cozumel,2021,6636,8834
COCO02,Cozumel,2021,4954,94
COCO02,Cozumel,2021,6973,759
COCO02,Cozumel,2021,3469,1465
COCO02,Cozumel,2021,7339,379
MX1048,Cozumel,2021,2670,511
MX1048,Cozumel,2021,4277,0
MX1048,Cozumel,2021,1389,0
MX1048,Cozumel,2021,3534,18
MX1048,Cozumel,2021,4717,933
MX1048,Cozumel,2021,4839,825
MX1048,Cozumel,2021,2339,459
MX1048,Cozumel,2021,997,1572
CHAN01,Cozumel,2021,4983,2407
CHAN01,Cozumel,2021,4756,11941
CHAN01,Cozumel,2021,3661,4671
CHAN01,Cozumel,2021,1734,3746
CHAN01,Cozumel,2021,1185,624
CHAN01,Cozumel,2021,3509,2211
CHAN01,Cozumel,2021,4864,11008
CHAN01,Cozumel,2021,3976,7165
CHAN01,Cozumel,2021,4091,17332
CHAN01,Cozumel,2021,643,19909
CHAN01,Cozumel,2021,5051,1145
PAR01,Cozumel,2021,1383,467
PAR01,Cozumel,2021,1770,188
PAR01,Cozumel,2021,8948,8396
PAR01,Cozumel,2021,4882,6967
PAR01,Cozumel,2021,6283,2160
PAR01,Cozumel,2021,1198,470
PAR01,Cozumel,2021,3798,934
PAR01,Cozumel,2021,3622,1027
PAR01,Cozumel,2021,4908,3361
PAR01,Cozumel,2021,9904,5721
PAR01,Cozumel,2021,9186,1262
PAR01,Cozumel,2021,9361,24362
MX2052,Northern Quintana Roo,2021,113,213
MX2052,Northern Quintana Roo,2021,2015,181
MX2052,Northern Quintana Roo,2021,2098,202
MX2052,Northern Quintana Roo,2021,1956,0
MX2052,Northern Quintana Roo,2021,1280,282
MX2052,Northern Quintana Roo,2021,1104,0
MX2052,Northern Quintana Roo,2021,2454,0
MX2052,Northern Quintana Roo,2021,3532,618
MX2052,Northern Quintana Roo,2021,510,87
MX1014,Northern Quintana Roo,2021,3006,296
MX1014,Northern Quintana Roo,2021,1023,94
MX1014,Northern Quintana Roo,2021,1933,423
MX1014,Northern Quintana Roo,2021,750,106
MX1014,Northern Quintana Roo,2021,1446,301
MX1014,Northern Quintana Roo,2021,221,1251
MX1014,Northern Quintana Roo,2021,1338,0
MX1014,Northern Quintana Roo,2021,212,417
MX1014,Northern Quintana Roo,2021,420,0
MX1126,Cozumel,2021,6275,0
MX1126,Cozumel,2021,2015,639
MX1126,Cozumel,2021,6721,0
MX1126,Cozumel,2021,2551,87
MX1126,Cozumel,2021,13654,0
MX1126,Cozumel,2021,3842,333
MX1126,Cozumel,2021,3702,0
MX1126,Cozumel,2021,805,0
MX3054,Cozumel,2021,2419,854
MX3054,Cozumel,2021,3534,114
MX3054,Cozumel,2021,4016,539
MX3054,Cozumel,2021,2811,0
MX3054,Cozumel,2021,2044,423
MX3054,Cozumel,2021,2663,713
MX3054,Cozumel,2021,1720,0
MX3054,Cozumel,2021,1317,0
MX1125,Northern Quintana Roo,2021,220,1009
MX1125,Northern Quintana Roo,2021,69,0
MX1125,Northern Quintana Roo,2021,1210,0
MX1125,Northern Quintana Roo,2021,532,0
MX1125,Northern Quintana Roo,2021,0,0
MX1125,Northern Quintana Roo,2021,2069,0
MX1125,Northern Quintana Roo,2021,2563,0
MX1125,Northern Quintana Roo,2021,2707,336
MX1125,Northern Quintana Roo,2021,1178,261
MX1050,Northern Quintana Roo,2021,6664,0
MX1050,Northern Quintana Roo,2021,1386,94
MX1050,Northern Quintana Roo,2021,5532,0
MX1050,Northern Quintana Roo,2021,204,188
MX1050,Northern Quintana Roo,2021,638,94
MX1050,Northern Quintana Roo,2021,5044,0
MX1050,Northern Quintana Roo,2021,6694,0
MX1050,Northern Quintana Roo,2021,12926,0
MX1050,Northern Quintana Roo,2021,258,0
MX1050,Northern Quintana Roo,2021,49,0
MX1050,Northern Quintana Roo,2021,333,0
MX1050,Northern Quintana Roo,2021,7520,0
MX1116,Northern Quintana Roo,2021,4938,0
MX1116,Northern Quintana Roo,2021,8308,94
MX1116,Northern Quintana Roo,2021,0,0
MX1116,Northern Quintana Roo,2021,965,0
MX1116,Northern Quintana Roo,2021,1182,0
MX1116,Northern Quintana Roo,2021,545,0
MX1116,Northern Quintana Roo,2021,3353,94
MX1116,Northern Quintana Roo,2021,3847,0
MX1116,Northern Quintana Roo,2021,851,0
MX1116,Northern Quintana Roo,2021,1257,0
MX1116,Northern Quintana Roo,2021,23,0
MX1116,Northern Quintana Roo,2021,711,0
MX1057,Northern Quintana Roo,2021,536,0
MX1057,Northern Quintana Roo,2021,1494,216
MX1057,Northern Quintana Roo,2021,371,0
MX1057,Northern Quintana Roo,2021,2962,87
MX1057,Northern Quintana Roo,2021,3268,510
MX1057,Northern Quintana Roo,2021,268,2081
MX1057,Northern Quintana Roo,2021,2339,216
MX1057,Northern Quintana Roo,2021,3399,174
MX1057,Northern Quintana Roo,2021,388,0
MX1057,Northern Quintana Roo,2021,16514,0
MX1131,Northern Quintana Roo,2021,4203,0
MX1131,Northern Quintana Roo,2021,2005,510
MX1131,Northern Quintana Roo,2021,2401,0
MX1131,Northern Quintana Roo,2021,1695,0
MX1131,Northern Quintana Roo,2021,1293,108
MX1131,Northern Quintana Roo,2021,3557,0
MX1131,Northern Quintana Roo,2021,1481,0
MX1131,Northern Quintana Roo,2021,1902,0
MX1132,Northern Quintana Roo,2021,3206,467
MX1132,Northern Quintana Roo,2021,1597,2133
MX1132,Northern Quintana Roo,2021,3804,724
MX1132,Northern Quintana Roo,2021,4455,802
MX1132,Northern Quintana Roo,2021,1424,1633
MX1132,Northern Quintana Roo,2021,7339,0
MX1132,Northern Quintana Roo,2021,5351,0
MX1132,Northern Quintana Roo,2021,2422,87
CUEV18,Northern Quintana Roo,2021,3379,4671
CUEV18,Northern Quintana Roo,2021,3008,1653
CUEV18,Northern Quintana Roo,2021,4702,12430
CUEV18,Northern Quintana Roo,2021,2386,4765
CUEV18,Northern Quintana Roo,2021,250,1459
CUEV18,Northern Quintana Roo,2021,1408,2866
CUEV18,Northern Quintana Roo,2021,3008,672
CUEV18,Northern Quintana Roo,2021,1474,106
CUEV18,Northern Quintana Roo,2021,2550,1932
CUEV18,Northern Quintana Roo,2021,1172,6815
MX1017,Northern Quintana Roo,2021,2907,4671
MX1017,Northern Quintana Roo,2021,1089,2654
MX1017,Northern Quintana Roo,2021,3043,4055
MX1017,Northern Quintana Roo,2021,3254,6497
MX1017,Northern Quintana Roo,2021,2746,2164
MX1017,Northern Quintana Roo,2021,320,785
MX1017,Northern Quintana Roo,2021,797,0
MX1017,Northern Quintana Roo,2021,1340,2866
MX1017,Northern Quintana Roo,2021,1346,6603
MX1017,Northern Quintana Roo,2021,997,1061
1206BR,Turneffe,2021,118,0
1206BR,Turneffe,2021,79,0
1206BR,Turneffe,2021,208,0
1206BR,Turneffe,2021,285,0
1206BR,Turneffe,2021,351,0
1206BR,Turneffe,2021,519,15
1206BR,Turneffe,2021,295,13
1206BR,Turneffe,2021,3399,0
1206BR,Turneffe,2021,408,0
1206BR,Turneffe,2021,1199,0
WP5BR,Turneffe,2021,706,0
WP5BR,Turneffe,2021,307,0
WP5BR,Turneffe,2021,170,0
WP5BR,Turneffe,2021,96,12
WP5BR,Turneffe,2021,433,15
WP5BR,Turneffe,2021,57,132
WP5BR,Turneffe,2021,1256,0
WP5BR,Turneffe,2021,108,0
WP5BR,Turneffe,2021,227,0
WP5BR,Turneffe,2021,189,139
1062BR,Turneffe,2021,1,470
1062BR,Turneffe,2021,987,0
1062BR,Turneffe,2021,227,181
1062BR,Turneffe,2021,4749,367
1062BR,Turneffe,2021,2446,627
1062BR,Turneffe,2021,285,261
1062BR,Turneffe,2021,352,0
1062BR,Turneffe,2021,693,3501
1062BR,Turneffe,2021,973,759
1062BR,Turneffe,2021,506,87
CBBR,Turneffe,2021,487,668
CBBR,Turneffe,2021,7535,106
CBBR,Turneffe,2021,4900,1007
CBBR,Turneffe,2021,953,528
CBBR,Turneffe,2021,744,7102
CBBR,Turneffe,2021,6011,98
CBBR,Turneffe,2021,374,174
CBBR,Turneffe,2021,1164,0
CBBR,Turneffe,2021,922,336
CBBR,Turneffe,2021,682,87
BZ1032,Southern Barrier Complex,2021,261,0
BZ1032,Southern Barrier Complex,2021,528,0
BZ1032,Southern Barrier Complex,2021,568,0
BZ1032,Southern Barrier Complex,2021,532,94
BZ1032,Southern Barrier Complex,2021,1111,0
BZ1032,Southern Barrier Complex,2021,479,0
BZ1032,Southern Barrier Complex,2021,154,0
BZ1032,Southern Barrier Complex,2021,1293,0
BZ1032,Southern Barrier Complex,2021,230,0
BZ1032,Southern Barrier Complex,2021,490,0
BZ1037B,Southern Barrier Complex,2021,147,0
BZ1037B,Southern Barrier Complex,2021,182,87
BZ1037B,Southern Barrier Complex,2021,212,0
BZ1037B,Southern Barrier Complex,2021,232,87
BZ1037B,Southern Barrier Complex,2021,2362,0
BZ1037B,Southern Barrier Complex,2021,1222,0
BZ1037B,Southern Barrier Complex,2021,663,0
BZ1037B,Southern Barrier Complex,2021,2157,0
BZ1037B,Southern Barrier Complex,2021,439,0
BZ1037B,Southern Barrier Complex,2021,2907,0
BZ1070,Central Barrier Complex,2021,2434,0
BZ1070,Central Barrier Complex,2021,840,121
BZ1070,Central Barrier Complex,2021,3741,0
BZ1070,Central Barrier Complex,2021,1604,548
BZ1070,Central Barrier Complex,2021,1140,436
BZ1070,Central Barrier Complex,2021,2501,0
BZ1070,Central Barrier Complex,2021,11713,0
BZ1070,Central Barrier Complex,2021,4404,0
BZ1070,Central Barrier Complex,2021,2731,110
BZ1070,Central Barrier Complex,2021,1022,467
BZ1128,Central Barrier Complex,2021,1252,12
BZ1128,Central Barrier Complex,2021,2876,188
BZ1128,Central Barrier Complex,2021,2682,0
BZ1128,Central Barrier Complex,2021,1194,0
BZ1128,Central Barrier Complex,2021,1657,0
BZ1128,Central Barrier Complex,2021,2156,0
BZ1128,Central Barrier Complex,2021,1485,0
BZ1128,Central Barrier Complex,2021,32496,0
BZ1128,Central Barrier Complex,2021,1184,729
BZ1128,Central Barrier Complex,2021,577,168
BZ2027B,Southern Barrier Complex,2021,123,1931
BZ2027B,Southern Barrier Complex,2021,154,0
BZ2027B,Southern Barrier Complex,2021,0,740
BZ2027B,Southern Barrier Complex,2021,29,0
BZ2027B,Southern Barrier Complex,2021,555,0
BZ2027B,Southern Barrier Complex,2021,98,0
BZ2027B,Southern Barrier Complex,2021,206,0
BZ2027B,Southern Barrier Complex,2021,78,0
BZ2027B,Southern Barrier Complex,2021,556,0
BZ2027B,Southern Barrier Complex,2021,214,492
BZ2070,Central Barrier Complex,2021,37,0
BZ2070,Central Barrier Complex,2021,1366,0
BZ2070,Central Barrier Complex,2021,12730,106
BZ2070,Central Barrier Complex,2021,291,212
BZ2070,Central Barrier Complex,2021,651,106
BZ2070,Central Barrier Complex,2021,1581,303
BZ2070,Central Barrier Complex,2021,1223,0
BZ2070,Central Barrier Complex,2021,2190,0
BZ2070,Central Barrier Complex,2021,2241,106
BZ2070,Central Barrier Complex,2021,16044,0
BZBCCB01,Northern Barrier Complex,2021,5308,3873
BZBCCB01,Northern Barrier Complex,2021,452,0
BZBCCB01,Northern Barrier Complex,2021,726,0
BZBCCB01,Northern Barrier Complex,2021,342,0
BZBCCB01,Northern Barrier Complex,2021,1467,15
BZBCCB01,Northern Barrier Complex,2021,12584,365
BZBCCB01,Northern Barrier Complex,2021,377,121
BZBCCB01,Northern Barrier Complex,2021,0,0
BZBCCB01,Northern Barrier Complex,2021,4061,2746
BZBCCB01,Northern Barrier Complex,2021,10869,275
CHI01,Banco Chinchorro,2021,762,573
CHI01,Banco Chinchorro,2021,146,405
CHI01,Banco Chinchorro,2021,113,1224
CHI01,Banco Chinchorro,2021,703,3259
CHI01,Banco Chinchorro,2021,1917,1279
CHI01,Banco Chinchorro,2021,1645,1237
CHI01,Banco Chinchorro,2021,93,2043
CHI01,Banco Chinchorro,2021,564,537
CHI02,Banco Chinchorro,2021,1159,0
CHI02,Banco Chinchorro,2021,0,489
CHI02,Banco Chinchorro,2021,1691,0
