SiteCode_2021_corrected,Subregion,Year,Herb,Comm
HNTEL005,West Coast Honduras,2021,10,0
HNTEL005,West Coast Honduras,2021,0,0
HNTEL005,West Coast Honduras,2021,125,0
HNTEL005,West Coast Honduras,2021,0,93
HNTEL005,West Coast Honduras,2021,17,0
HNTEL005,West Coast Honduras,2021,268,81
HNTEL005,West Coast Honduras,2021,15,0
HNTEL005,West Coast Honduras,2021,0,0
HNTEL005,West Coast Honduras,2021,0,0
HNTEL005,West Coast Honduras,2021,231,199
HNTEL005,West Coast Honduras,2021,0,0
HNTEL005,West Coast Honduras,2021,0,0
GT009,Guatemala,2021,139,0
GT009,Guatemala,2021,481,213
GT009,Guatemala,2021,114,0
GT009,Guatemala,2021,831,0
GT009,Guatemala,2021,471,41
GT009,Guatemala,2021,390,16
GT009,Guatemala,2021,1095,94
GT009,Guatemala,2021,966,181
GT009,Guatemala,2021,177,0
GT009,Guatemala,2021,527,336
GT009,Guatemala,2021,636,16
GT009,Guatemala,2021,582,12
GT007,Guatemala,2021,144,0
GT007,Guatemala,2021,1226,0
GT007,Guatemala,2021,1296,12
GT007,Guatemala,2021,296,467
GT007,Guatemala,2021,1049,0
GT007,Guatemala,2021,507,0
GT007,Guatemala,2021,282,193
GT007,Guatemala,2021,404,0
GT007,Guatemala,2021,212,15
GT007,Guatemala,2021,353,0
GT007,Guatemala,2021,735,2025
HNTEL007,West Coast Honduras,2021,1589,561
HNTEL007,West Coast Honduras,2021,334,0
HNTEL007,West Coast Honduras,2021,1780,0
HNTEL007,West Coast Honduras,2021,36,0
HNTEL007,West Coast Honduras,2021,39,108
HNTEL007,West Coast Honduras,2021,442,0
HNTEL007,West Coast Honduras,2021,317,0
HNTEL007,West Coast Honduras,2021,59,12
HNTEL007,West Coast Honduras,2021,1440,729
HNTEL007,West Coast Honduras,2021,741,0
HNTEL009,West Coast Honduras,2021,0,0
HNTEL009,West Coast Honduras,2021,703,12
HNTEL009,West Coast Honduras,2021,430,143
HNTEL009,West Coast Honduras,2021,270,216
HNTEL009,West Coast Honduras,2021,1,0
HNTEL009,West Coast Honduras,2021,183,336
HNTEL009,West Coast Honduras,2021,1352,87
HNTEL009,West Coast Honduras,2021,15,0
HNTEL009,West Coast Honduras,2021,133,0
HNTEL009,West Coast Honduras,2021,643,0
HNTEL011,West Coast Honduras,2021,30,0
HNTEL011,West Coast Honduras,2021,128,0
HNTEL011,West Coast Honduras,2021,4,0
HNTEL011,West Coast Honduras,2021,20,336
HNTEL011,West Coast Honduras,2021,1289,87
HNTEL011,West Coast Honduras,2021,524,0
HNTEL011,West Coast Honduras,2021,0,200
HNTEL011,West Coast Honduras,2021,250,108
HNTEL011,West Coast Honduras,2021,160,14
HNTEL011,West Coast Honduras,2021,143,11
HNTEL010,West Coast Honduras,2021,29,14
HNTEL010,West Coast Honduras,2021,30,24
HNTEL010,West Coast Honduras,2021,572,394
HNTEL010,West Coast Honduras,2021,286,420
HNTEL010,West Coast Honduras,2021,1469,420
HNTEL010,West Coast Honduras,2021,1141,1962
HNTEL010,West Coast Honduras,2021,240,0
HNTEL010,West Coast Honduras,2021,166,1601
HNTEL010,West Coast Honduras,2021,284,12
HNTEL010,West Coast Honduras,2021,18,94
HNTEL003,West Coast Honduras,2021,241,0
HNTEL003,West Coast Honduras,2021,141,59
HNTEL003,West Coast Honduras,2021,17,0
HNTEL003,West Coast Honduras,2021,4447,729
HNTEL003,West Coast Honduras,2021,0,0
HNTEL003,West Coast Honduras,2021,882,5710
HNTEL003,West Coast Honduras,2021,15,0
HNTEL003,West Coast Honduras,2021,9434,2405
HNTEL003,West Coast Honduras,2021,1001,0
HNTEL003,West Coast Honduras,2021,1225,0
HNCYC004,Cayos Cochinos,2021,728,108
HNCYC004,Cayos Cochinos,2021,4204,14
HNCYC004,Cayos Cochinos,2021,7128,87
HNCYC004,Cayos Cochinos,2021,1256,0
HNCYC004,Cayos Cochinos,2021,273,0
HNCYC004,Cayos Cochinos,2021,1390,24
HNCYC004,Cayos Cochinos,2021,413,0
HNCYC004,Cayos Cochinos,2021,816,4371
HNCYC004,Cayos Cochinos,2021,1496,12
HNCYC004,Cayos Cochinos,2021,765,0
HNTEL002,West Coast Honduras,2021,19,11
HNTEL002,West Coast Honduras,2021,250,0
HNTEL002,West Coast Honduras,2021,0,280
HNTEL002,West Coast Honduras,2021,30,123
HNTEL002,West Coast Honduras,2021,0,0
HNTEL002,West Coast Honduras,2021,5761,0
HNTEL002,West Coast Honduras,2021,32,0
HNTEL002,West Coast Honduras,2021,15,467
HNTEL002,West Coast Honduras,2021,34,480
HNTEL002,West Coast Honduras,2021,531,135
TRUFUCU003,East Coast Honduras,2021,160,87
TRUFUCU003,East Coast Honduras,2021,803,355
TRUFUCU003,East Coast Honduras,2021,1924,0
TRUFUCU003,East Coast Honduras,2021,671,14
TRUFUCU003,East Coast Honduras,2021,631,0
TRUFUCU003,East Coast Honduras,2021,387,0
TRUFUCU003,East Coast Honduras,2021,418,58
TRUFUCU003,East Coast Honduras,2021,157,0
TRUFUCU003,East Coast Honduras,2021,1011,0
TRUFUCU003,East Coast Honduras,2021,118,173
TRUFUCU004,East Coast Honduras,2021,1084,405
TRUFUCU004,East Coast Honduras,2021,571,0
TRUFUCU004,East Coast Honduras,2021,1359,331
TRUFUCU004,East Coast Honduras,2021,1544,0
TRUFUCU004,East Coast Honduras,2021,1002,434
TRUFUCU004,East Coast Honduras,2021,831,0
TRUFUCU004,East Coast Honduras,2021,1518,0
TRUFUCU004,East Coast Honduras,2021,1458,0
TRUFUCU004,East Coast Honduras,2021,451,340
TRUFUCU004,East Coast Honduras,2021,656,0
GT0010,Guatemala,2021,267,41
GT0010,Guatemala,2021,412,81
GT0010,Guatemala,2021,426,0
GT0010,Guatemala,2021,73,0
GT0010,Guatemala,2021,69,12
GT0010,Guatemala,2021,129,174
GT0010,Guatemala,2021,215,29
GT0010,Guatemala,2021,360,12
GT0010,Guatemala,2021,540,16
GT0010,Guatemala,2021,113,11
GT008,Guatemala,2021,537,433
GT008,Guatemala,2021,1802,5914
GT008,Guatemala,2021,594,24
GT008,Guatemala,2021,1864,1100
GT008,Guatemala,2021,1351,106
GT008,Guatemala,2021,1616,0
GT008,Guatemala,2021,473,12
GT008,Guatemala,2021,759,24
GT008,Guatemala,2021,701,12
GT008,Guatemala,2021,793,0
GT008,Guatemala,2021,473,0
GT008,Guatemala,2021,1524,2047
GT008,Guatemala,2021,1432,0
HNCYC003,Cayos Cochinos,2021,11306,0
HNCYC003,Cayos Cochinos,2021,272,0
HNCYC003,Cayos Cochinos,2021,429,0
HNCYC003,Cayos Cochinos,2021,1934,0
HNCYC003,Cayos Cochinos,2021,1127,0
HNCYC003,Cayos Cochinos,2021,763,0
HNCYC003,Cayos Cochinos,2021,532,0
HNCYC003,Cayos Cochinos,2021,1804,0
HNCYC003,Cayos Cochinos,2021,1091,106
HNCYC003,Cayos Cochinos,2021,658,0
CC01,Southern Barrier Complex,2021,897,50
CC01,Southern Barrier Complex,2021,102,45
CC01,Southern Barrier Complex,2021,446,12
CC01,Southern Barrier Complex,2021,302,0
CC01,Southern Barrier Complex,2021,1111,0
CC01,Southern Barrier Complex,2021,200,0
CC01,Southern Barrier Complex,2021,1854,0
CC01,Southern Barrier Complex,2021,621,33
CC01,Southern Barrier Complex,2021,1253,323
CC01,Southern Barrier Complex,2021,836,0
HNCYC002,Cayos Cochinos,2021,435,0
HNCYC002,Cayos Cochinos,2021,1777,0
HNCYC002,Cayos Cochinos,2021,7061,0
HNCYC002,Cayos Cochinos,2021,596,0
HNCYC002,Cayos Cochinos,2021,1713,87
HNCYC002,Cayos Cochinos,2021,1591,0
HNCYC002,Cayos Cochinos,2021,357,12
HNCYC002,Cayos Cochinos,2021,173,1009
HNCYC002,Cayos Cochinos,2021,2096,0
HNCYC002,Cayos Cochinos,2021,1115,0
GT003,Guatemala,2021,0,1
GT003,Guatemala,2021,593,126
GT003,Guatemala,2021,286,69
GT003,Guatemala,2021,331,174
GT003,Guatemala,2021,86,155
GT003,Guatemala,2021,177,0
GT003,Guatemala,2021,55,55
GT003,Guatemala,2021,55,581
GT003,Guatemala,2021,0,11
GT003,Guatemala,2021,289,51
HNCYC006,Cayos Cochinos,2021,1077,87
HNCYC006,Cayos Cochinos,2021,585,14
HNCYC006,Cayos Cochinos,2021,271,778
HNCYC006,Cayos Cochinos,2021,622,362
HNCYC006,Cayos Cochinos,2021,178,193
HNCYC006,Cayos Cochinos,2021,527,0
HNCYC006,Cayos Cochinos,2021,318,0
HNCYC006,Cayos Cochinos,2021,1139,158
HNCYC006,Cayos Cochinos,2021,7479,554
HNCYC006,Cayos Cochinos,2021,964,0
GT004,Guatemala,2021,166,0
GT004,Guatemala,2021,1,0
GT004,Guatemala,2021,394,0
GT004,Guatemala,2021,608,0
GT004,Guatemala,2021,352,12
GT004,Guatemala,2021,48,0
GT004,Guatemala,2021,69,22
GT004,Guatemala,2021,47,107
GT004,Guatemala,2021,475,24
GT004,Guatemala,2021,109,28
GT004,Guatemala,2021,145,0
GT006,Guatemala,2021,971,0
GT006,Guatemala,2021,138,0
GT006,Guatemala,2021,250,27
GT006,Guatemala,2021,10,165
GT006,Guatemala,2021,51,12
GT006,Guatemala,2021,362,81
GT006,Guatemala,2021,298,22
GT006,Guatemala,2021,1709,0
GT006,Guatemala,2021,583,43
GT006,Guatemala,2021,296,230
GT006,Guatemala,2021,1896,0
GT006,Guatemala,2021,20,26
CC02,Southern Barrier Complex,2021,889,0
CC02,Southern Barrier Complex,2021,88,0
CC02,Southern Barrier Complex,2021,710,0
CC02,Southern Barrier Complex,2021,412,175
CC02,Southern Barrier Complex,2021,717,0
CC02,Southern Barrier Complex,2021,1404,0
CC02,Southern Barrier Complex,2021,851,0
CC02,Southern Barrier Complex,2021,199,0
CC02,Southern Barrier Complex,2021,777,0
CC02,Southern Barrier Complex,2021,1975,3132
CC02,Southern Barrier Complex,2021,1366,0
HNCYC001,Cayos Cochinos,2021,365,0
HNCYC001,Cayos Cochinos,2021,879,0
HNCYC001,Cayos Cochinos,2021,3271,564
HNCYC001,Cayos Cochinos,2021,1039,203
HNCYC001,Cayos Cochinos,2021,1735,12
HNCYC001,Cayos Cochinos,2021,956,94
HNCYC001,Cayos Cochinos,2021,569,94
HNCYC001,Cayos Cochinos,2021,1135,0
HNCYC001,Cayos Cochinos,2021,488,12
HNCYC001,Cayos Cochinos,2021,1470,87
HNCYC009,Cayos Cochinos,2021,2530,576
HNCYC009,Cayos Cochinos,2021,11678,0
HNCYC009,Cayos Cochinos,2021,4826,620
HNCYC009,Cayos Cochinos,2021,383,38
HNCYC009,Cayos Cochinos,2021,650,360
HNCYC009,Cayos Cochinos,2021,1422,287
HNCYC009,Cayos Cochinos,2021,3519,108
HNCYC009,Cayos Cochinos,2021,1264,0
HNCYC009,Cayos Cochinos,2021,2315,4344
HNCYC009,Cayos Cochinos,2021,861,37
TRUFUCU008,East Coast Honduras,2021,986,0
TRUFUCU008,East Coast Honduras,2021,556,49
TRUFUCU008,East Coast Honduras,2021,238,0
TRUFUCU008,East Coast Honduras,2021,207,0
TRUFUCU008,East Coast Honduras,2021,341,0
TRUFUCU008,East Coast Honduras,2021,1382,150
TRUFUCU008,East Coast Honduras,2021,2539,0
TRUFUCU008,East Coast Honduras,2021,274,0
TRUFUCU008,East Coast Honduras,2021,993,0
TRUFUCU008,East Coast Honduras,2021,840,0
TRUFUCU006,East Coast Honduras,2021,51,94
TRUFUCU006,East Coast Honduras,2021,94,94
TRUFUCU006,East Coast Honduras,2021,2044,504
TRUFUCU006,East Coast Honduras,2021,123,41
TRUFUCU006,East Coast Honduras,2021,1301,0
TRUFUCU006,East Coast Honduras,2021,536,24
TRUFUCU006,East Coast Honduras,2021,424,0
TRUFUCU006,East Coast Honduras,2021,781,348
TRUFUCU006,East Coast Honduras,2021,779,268
TRUFUCU006,East Coast Honduras,2021,290,119
HNUTI001,Utila,2021,719,0
HNUTI001,Utila,2021,921,0
HNUTI001,Utila,2021,1148,0
HNUTI001,Utila,2021,1099,188
HNUTI001,Utila,2021,2799,188
HNUTI001,Utila,2021,3734,0
HNUTI001,Utila,2021,3508,0
HNUTI001,Utila,2021,2153,94
HNUTI001,Utila,2021,1240,0
HNUTI001,Utila,2021,1645,94
TRUFUCU011,East Coast Honduras,2021,3307,0
TRUFUCU011,East Coast Honduras,2021,69,220
TRUFUCU011,East Coast Honduras,2021,164,12
TRUFUCU011,East Coast Honduras,2021,764,102
TRUFUCU011,East Coast Honduras,2021,2583,0
TRUFUCU011,East Coast Honduras,2021,188,87
TRUFUCU011,East Coast Honduras,2021,633,14
TRUFUCU011,East Coast Honduras,2021,460,0
TRUFUCU011,East Coast Honduras,2021,840,94
TRUFUCU011,East Coast Honduras,2021,2417,0
HNUTI004,Utila,2021,6918,0
HNUTI004,Utila,2021,369,0
HNUTI004,Utila,2021,1841,0
HNUTI004,Utila,2021,2590,0
HNUTI004,Utila,2021,3349,0
HNUTI004,Utila,2021,960,0
HNUTI004,Utila,2021,4224,0
HNUTI004,Utila,2021,6192,0
HNUTI004,Utila,2021,2112,143
HNUTI004,Utila,2021,2237,94
TRUFUCU010,East Coast Honduras,2021,567,0
TRUFUCU010,East Coast Honduras,2021,973,94
TRUFUCU010,East Coast Honduras,2021,1609,114
TRUFUCU010,East Coast Honduras,2021,1347,979
TRUFUCU010,East Coast Honduras,2021,830,0
TRUFUCU010,East Coast Honduras,2021,5983,0
TRUFUCU010,East Coast Honduras,2021,1638,0
TRUFUCU010,East Coast Honduras,2021,737,376
TRUFUCU010,East Coast Honduras,2021,482,94
TRUFUCU010,East Coast Honduras,2021,1218,0
TRUFUCU012,East Coast Honduras,2021,686,0
TRUFUCU012,East Coast Honduras,2021,1046,87
TRUFUCU012,East Coast Honduras,2021,656,114
TRUFUCU012,East Coast Honduras,2021,507,0
TRUFUCU012,East Coast Honduras,2021,2606,0
TRUFUCU012,East Coast Honduras,2021,986,1386
TRUFUCU012,East Coast Honduras,2021,738,101
TRUFUCU012,East Coast Honduras,2021,2578,0
TRUFUCU012,East Coast Honduras,2021,1922,87
TRUFUCU012,East Coast Honduras,2021,896,0
HNUTI005,Utila,2021,267,0
HNUTI005,Utila,2021,583,94
HNUTI005,Utila,2021,634,0
HNUTI005,Utila,2021,264,0
HNUTI005,Utila,2021,1869,2502
HNUTI005,Utila,2021,4895,561
HNUTI005,Utila,2021,895,405
HNUTI005,Utila,2021,50,0
HNUTI005,Utila,2021,2364,0
HNUTI005,Utila,2021,1343,0
HNUTI002,Utila,2021,2982,143
HNUTI002,Utila,2021,5667,0
HNUTI002,Utila,2021,571,0
HNUTI002,Utila,2021,1113,0
HNUTI002,Utila,2021,4673,0
HNUTI002,Utila,2021,2658,0
HNUTI002,Utila,2021,7745,0
HNUTI002,Utila,2021,4391,106
HNUTI002,Utila,2021,3607,0
HNUTI002,Utila,2021,2354,0
HNCYCZA004,Cayos Cochinos,2021,310,0
HNCYCZA004,Cayos Cochinos,2021,1236,11
HNCYCZA004,Cayos Cochinos,2021,2782,94
HNCYCZA004,Cayos Cochinos,2021,2407,1183
HNCYCZA004,Cayos Cochinos,2021,2157,9311
HNCYCZA004,Cayos Cochinos,2021,1152,6451
HNCYCZA004,Cayos Cochinos,2021,13401,0
HNCYCZA004,Cayos Cochinos,2021,1216,1277
HNCYCZA004,Cayos Cochinos,2021,1740,882
HNCYCZA004,Cayos Cochinos,2021,1003,0
HNCYCZA004,Cayos Cochinos,2021,1367,0
UTI017,Utila,2021,659,0
UTI017,Utila,2021,773,0
UTI017,Utila,2021,2381,108
UTI017,Utila,2021,3821,261
UTI017,Utila,2021,302,1968
UTI017,Utila,2021,1342,2885
UTI017,Utila,2021,863,437
UTI017,Utila,2021,2590,87
UTI017,Utila,2021,2996,1665
UTI017,Utila,2021,1396,5549
HNUTI003,Utila,2021,16187,0
HNUTI003,Utila,2021,1470,200
HNUTI003,Utila,2021,9386,336
HNUTI003,Utila,2021,3507,94
HNUTI003,Utila,2021,4567,1225
HNUTI003,Utila,2021,1828,0
HNUTI003,Utila,2021,1107,0
HNUTI003,Utila,2021,8701,0
HNUTI003,Utila,2021,4626,467
HNUTI003,Utila,2021,1456,0
HNUTA002,Utila,2021,3752,0
HNUTA002,Utila,2021,2376,0
HNUTA002,Utila,2021,3177,467
HNUTA002,Utila,2021,1362,0
HNUTA002,Utila,2021,5191,0
HNUTA002,Utila,2021,2680,810
HNUTA002,Utila,2021,2493,0
HNUTA002,Utila,2021,5928,106
HNUTA002,Utila,2021,1810,0
HNUTA002,Utila,2021,3737,0
UTI015,Utila,2021,6510,3283
UTI015,Utila,2021,1864,825
UTI015,Utila,2021,2889,0
UTI015,Utila,2021,3255,1280
UTI015,Utila,2021,4311,0
UTI015,Utila,2021,2557,0
UTI015,Utila,2021,1292,87
UTI015,Utila,2021,3813,3033
UTI015,Utila,2021,1274,750
UTI015,Utila,2021,4093,992
HNUTI009,Utila,2021,2261,0
HNUTI009,Utila,2021,3658,0
HNUTI009,Utila,2021,2085,0
HNUTI009,Utila,2021,4637,1040
HNUTI009,Utila,2021,835,0
HNUTI009,Utila,2021,2935,0
HNUTI009,Utila,2021,6992,808
HNUTI009,Utila,2021,2021,714
HNUTI009,Utila,2021,13501,467
HNUTI009,Utila,2021,1154,0
HNUTI008,Utila,2021,3142,1079
HNUTI008,Utila,2021,3635,0
HNUTI008,Utila,2021,976,0
HNUTI008,Utila,2021,3014,0
HNUTI008,Utila,2021,4661,87
HNUTI008,Utila,2021,749,106
HNUTI008,Utila,2021,853,0
HNUTI008,Utila,2021,768,94
HNUTI008,Utila,2021,451,0
HNUTI008,Utila,2021,107,282
BZ1019,Southern Barrier Complex,2021,823,33
BZ1019,Southern Barrier Complex,2021,1312,0
BZ1019,Southern Barrier Complex,2021,882,212
BZ1019,Southern Barrier Complex,2021,532,336
BZ1019,Southern Barrier Complex,2021,172,467
BZ1019,Southern Barrier Complex,2021,2923,12
BZ1019,Southern Barrier Complex,2021,1824,946
BZ1019,Southern Barrier Complex,2021,664,0
BZ1019,Southern Barrier Complex,2021,1558,467
BZ1019,Southern Barrier Complex,2021,1581,16
HNUTA003,Utila,2021,1012,306
HNUTA003,Utila,2021,2878,5846
HNUTA003,Utila,2021,5285,1146
HNUTA003,Utila,2021,3380,0
HNUTA003,Utila,2021,6190,1493
HNUTA003,Utila,2021,10020,0
HNUTA003,Utila,2021,7794,1075
HNUTA003,Utila,2021,6473,2703
HNUTA003,Utila,2021,9170,0
HNUTA003,Utila,2021,5792,797
HNCYCZA003,Cayos Cochinos,2021,1442,94
HNCYCZA003,Cayos Cochinos,2021,3250,1132
HNCYCZA003,Cayos Cochinos,2021,1765,0
HNCYCZA003,Cayos Cochinos,2021,1854,94
HNCYCZA003,Cayos Cochinos,2021,8657,8953
HNCYCZA003,Cayos Cochinos,2021,1492,5922
HNCYCZA003,Cayos Cochinos,2021,9321,740
HNCYCZA003,Cayos Cochinos,2021,952,14377
HNCYCZA003,Cayos Cochinos,2021,701,0
HNCYCZA003,Cayos Cochinos,2021,1212,925
HNUTA005,Utila,2021,353,0
HNUTA005,Utila,2021,1067,1251
HNUTA005,Utila,2021,4185,1974
HNUTA005,Utila,2021,4687,0
HNUTA005,Utila,2021,5135,489
HNUTA005,Utila,2021,1054,0
HNUTA005,Utila,2021,7472,0
HNUTA005,Utila,2021,690,0
HNUTA005,Utila,2021,1464,106
HNUTA005,Utila,2021,3625,0
BZ1149,Southern Barrier Complex,2021,847,0
BZ1149,Southern Barrier Complex,2021,1331,379
BZ1149,Southern Barrier Complex,2021,937,0
BZ1149,Southern Barrier Complex,2021,1177,114
BZ1149,Southern Barrier Complex,2021,1145,0
BZ1149,Southern Barrier Complex,2021,1320,0
BZ1149,Southern Barrier Complex,2021,1191,566
BZ1149,Southern Barrier Complex,2021,1292,0
BZ1149,Southern Barrier Complex,2021,5063,114
BZ1149,Southern Barrier Complex,2021,294,0
BZ1124,Southern Barrier Complex,2021,1956,0
BZ1124,Southern Barrier Complex,2021,457,0
BZ1124,Southern Barrier Complex,2021,628,0
BZ1124,Southern Barrier Complex,2021,2015,0
BZ1124,Southern Barrier Complex,2021,615,33
BZ1124,Southern Barrier Complex,2021,786,0
BZ1124,Southern Barrier Complex,2021,920,0
BZ1124,Southern Barrier Complex,2021,228,0
BZ1124,Southern Barrier Complex,2021,531,0
BZ1124,Southern Barrier Complex,2021,909,0
PHMR 04,Southern Barrier Complex,2021,691,94
PHMR 04,Southern Barrier Complex,2021,1115,106
PHMR 04,Southern Barrier Complex,2021,170,24
PHMR 04,Southern Barrier Complex,2021,600,87
PHMR 04,Southern Barrier Complex,2021,2022,0
PHMR 04,Southern Barrier Complex,2021,2231,12
PHMR 04,Southern Barrier Complex,2021,455,306
PHMR 04,Southern Barrier Complex,2021,342,0
PHMR 04,Southern Barrier Complex,2021,151,0
PHMR 04,Southern Barrier Complex,2021,816,0
HNROA011,Roatan,2021,913,367
HNROA011,Roatan,2021,871,0
HNROA011,Roatan,2021,1346,94
HNROA011,Roatan,2021,828,0
HNROA011,Roatan,2021,357,0
HNROA011,Roatan,2021,533,0
HNROA011,Roatan,2021,804,0
HNROA011,Roatan,2021,462,0
HNROA011,Roatan,2021,1068,174
HNROA011,Roatan,2021,1203,0
HNROA011,Roatan,2021,407,12
HNROA011,Roatan,2021,800,348
HNROASHARK,Roatan,2021,121,174
HNROASHARK,Roatan,2021,705,87
HNROASHARK,Roatan,2021,693,87
HNROASHARK,Roatan,2021,1123,1269
HNROASHARK,Roatan,2021,515,37
HNROASHARK,Roatan,2021,373,0
HNROASHARK,Roatan,2021,565,0
HNROASHARK,Roatan,2021,1083,12
HNROASHARK,Roatan,2021,201,0
HNROASHARK,Roatan,2021,309,0
HNROASHARK,Roatan,2021,501,539
HNROASHARK,Roatan,2021,1155,1162
HNROA001X,Roatan,2021,2726,108
HNROA001X,Roatan,2021,560,0
HNROA001X,Roatan,2021,868,0
HNROA001X,Roatan,2021,1098,0
HNROA001X,Roatan,2021,679,0
HNROA001X,Roatan,2021,1816,0
HNROA001X,Roatan,2021,2111,94
HNROA001X,Roatan,2021,354,106
HNROA001X,Roatan,2021,483,1352
HNROA001X,Roatan,2021,191,1252
HNROA010,Roatan,2021,5822,94
HNROA010,Roatan,2021,2471,0
HNROA010,Roatan,2021,2306,0
HNROA010,Roatan,2021,7903,94
HNROA010,Roatan,2021,457,0
HNROA010,Roatan,2021,4416,94
HNROA010,Roatan,2021,4155,12
HNROA010,Roatan,2021,694,0
HNROA010,Roatan,2021,1604,282
HNROA010,Roatan,2021,2187,0
HNROA015,Roatan,2021,3070,0
HNROA015,Roatan,2021,3874,0
HNROA015,Roatan,2021,2992,0
HNROA015,Roatan,2021,166,0
HNROA015,Roatan,2021,1623,0
HNROA015,Roatan,2021,1606,0
HNROA015,Roatan,2021,3269,0
HNROA015,Roatan,2021,729,0
HNROA015,Roatan,2021,1636,0
HNROA015,Roatan,2021,174,0
HNROA018,Roatan,2021,5840,0
HNROA018,Roatan,2021,214,0
HNROA018,Roatan,2021,2283,0
HNROA018,Roatan,2021,2847,0
HNROA018,Roatan,2021,9737,2073
HNROA018,Roatan,2021,1660,0
HNROA018,Roatan,2021,1699,0
HNROA018,Roatan,2021,2770,2479
HNROA018,Roatan,2021,1426,0
HNROA018,Roatan,2021,4426,0
CUTRO4A,Roatan,2021,2893,365
CUTRO4A,Roatan,2021,517,0
CUTRO4A,Roatan,2021,226,1090
CUTRO4A,Roatan,2021,107,189
CUTRO4A,Roatan,2021,354,0
CUTRO4A,Roatan,2021,349,256
CUTRO4A,Roatan,2021,2550,0
CUTRO4A,Roatan,2021,699,1082
CUTRO4A,Roatan,2021,1611,2057
CUTRO4A,Roatan,2021,350,0
HNROA004,Roatan,2021,352,0
HNROA004,Roatan,2021,1021,0
HNROA004,Roatan,2021,222,0
HNROA004,Roatan,2021,1364,0
HNROA004,Roatan,2021,609,0
HNROA004,Roatan,2021,115,0
HNROA004,Roatan,2021,326,0
HNROA004,Roatan,2021,38,94
HNROA004,Roatan,2021,13534,0
HNROA004,Roatan,2021,222,94
HNROA004,Roatan,2021,374,423
HNROA004,Roatan,2021,327,0
HNROA005X,Roatan,2021,7612,0
HNROA005X,Roatan,2021,725,0
HNROA005X,Roatan,2021,986,0
HNROA005X,Roatan,2021,744,2151
HNROA005X,Roatan,2021,8004,0
HNROA005X,Roatan,2021,9668,0
HNROA005X,Roatan,2021,981,0
HNROA005X,Roatan,2021,487,0
HNROA005X,Roatan,2021,5617,0
HNROA005X,Roatan,2021,468,0
HNROA004X,Roatan,2021,2011,988
HNROA004X,Roatan,2021,1484,365
HNROA004X,Roatan,2021,3453,24
HNROA004X,Roatan,2021,1403,275
HNROA004X,Roatan,2021,102,988
HNROA004X,Roatan,2021,504,0
HNROA004X,Roatan,2021,837,988
HNROA004X,Roatan,2021,1375,42
HNROA004X,Roatan,2021,365,446
HNROA004X,Roatan,2021,1077,87
HNROA005,Roatan,2021,344,12
HNROA005,Roatan,2021,524,0
HNROA005,Roatan,2021,384,0
HNROA005,Roatan,2021,249,0
HNROA005,Roatan,2021,368,14
HNROA005,Roatan,2021,357,12
HNROA005,Roatan,2021,1173,87
HNROA005,Roatan,2021,1176,0
HNROA005,Roatan,2021,1711,0
HNROA005,Roatan,2021,584,0
HNROA001,Roatan,2021,6853,0
HNROA001,Roatan,2021,115,0
HNROA001,Roatan,2021,381,120
HNROA001,Roatan,2021,641,0
HNROA001,Roatan,2021,4632,0
HNROA001,Roatan,2021,713,0
HNROA001,Roatan,2021,1430,0
HNROA001,Roatan,2021,210,518
HNROA001,Roatan,2021,231,0
HNROA001,Roatan,2021,1385,0
HNROA014,Roatan,2021,8572,0
HNROA014,Roatan,2021,4325,640
HNROA014,Roatan,2021,5226,94
HNROA014,Roatan,2021,47490,0
HNROA014,Roatan,2021,4162,216
HNROA014,Roatan,2021,7528,0
HNROA014,Roatan,2021,5518,0
HNROA014,Roatan,2021,10362,826
HNROA014,Roatan,2021,1309,0
HNROA014,Roatan,2021,3359,0
HNGUA002,Guanaja,2021,94,0
HNGUA002,Guanaja,2021,876,94
HNGUA002,Guanaja,2021,453,268
HNGUA002,Guanaja,2021,1322,87
HNGUA002,Guanaja,2021,3284,336
HNGUA002,Guanaja,2021,1048,423
HNGUA002,Guanaja,2021,706,94
HNGUA002,Guanaja,2021,1181,0
HNGUA002,Guanaja,2021,2234,0
HNGUA002,Guanaja,2021,514,443
HNGUA003,Guanaja,2021,414,3587
HNGUA003,Guanaja,2021,2344,510
HNGUA003,Guanaja,2021,133,0
HNGUA003,Guanaja,2021,20,108
HNGUA003,Guanaja,2021,476,934
HNGUA003,Guanaja,2021,365,214
HNGUA003,Guanaja,2021,1607,7343
HNGUA003,Guanaja,2021,754,0
HNGUA003,Guanaja,2021,5914,10657
HNGUA003,Guanaja,2021,1793,381
HNROA013,Roatan,2021,1950,1345
HNROA013,Roatan,2021,9773,0
HNROA013,Roatan,2021,6641,0
HNROA013,Roatan,2021,3294,0
HNROA013,Roatan,2021,2678,489
HNROA013,Roatan,2021,7755,0
HNROA013,Roatan,2021,2130,0
HNROA013,Roatan,2021,3189,0
HNROA013,Roatan,2021,936,106
HNROA013,Roatan,2021,3776,0
HNROA006,Roatan,2021,9633,0
HNROA006,Roatan,2021,6061,87
HNROA006,Roatan,2021,23337,934
HNROA006,Roatan,2021,5662,0
HNROA006,Roatan,2021,747,0
HNROA006,Roatan,2021,55334,0
HNROA006,Roatan,2021,28517,94
HNROA006,Roatan,2021,3628,0
HNROA006,Roatan,2021,6811,0
HNROA006,Roatan,2021,4975,0
HNBAR002,Roatan,2021,670,94
